s_no,title,body,industry,Region,source,date,latitude,longitude
363,Procurement of 0679-234DFHZBT055 Introduction of New Models of 3EA BEV Steering Knuckle - Three Coordinates(2),"0679-234DFHZBT055,Introduction of New Models of 3EA BEV Steering Knuckle - Three Coordinates","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaGuangdong,Currency,2023-10-24,23.1357694,113.1982688
364,Procurement of 0721-234036B47785 Air clutch of Lanxian Mining Co Ltd of TISCO(1),"0721-234036B47785,Air clutch of Lanxian Mining Co Ltd of TISCO",Ferrous Metals Mining and Dressing,ChinaShanxi,Currency,2023-10-24,37.0,112.0
365,Procurement of 0613-234025125177 Equipment Procurement Project of Changsha HKC Optoelectronics G8.6 TFT-LCD Array Nanometer(1),"0613-234025125177,Equipment Procurement Project of Changsha HKC Optoelectronics G8.6 TFT-LCD Array Nanometer",Manufacture of Special-purpose Machinery,ChinaHunan,Currency,2023-10-24,27.6662087,111.7487063
366,"Procurement of 3317-234202304028 Shanghai Tobacco Packaging and Printing Co., Ltd Offset press procurement project in 2023(2)","3317-234202304028,Shanghai Tobacco Packaging and Printing Co., Ltd Offset press procurement project in 2023",Others Services ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
367, Procurement of 0811-234DSITC2275 Fully automated high-throughput screening system for myocardial cell functionality(1),"0811-234DSITC2275,Fully automated high-throughput screening system for myocardial cell functionality",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
368,"Procurement of 0716-234HNC961777 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (small diameter forming tool processing) procurement project(2)","0716-234HNC961777,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (small diameter forming tool processing) procurement",Manufacture of General-purpose Machinery,ChinaHunan,Currency,2023-10-24,27.6662087,111.7487063
369,Procurement of 0811-234DSITC2274 In vivo 256 channel electrophysiological signal amplification system(1),"0811-234DSITC2274,In vivo 256 channel electrophysiological signal amplification system",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
370,Procurement of 0811-234DSITC2273 Laser micro capture and separation system for cells and tissues(1),"0811-234DSITC2273,Laser micro capture and separation system for cells and tissues",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
371,"Procurement of 0716-234HNC961763 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (small diameter drilling tool processing) procurement project(2)","0716-234HNC961763,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (small diameter drilling tool processing) procurement ",Manufacture of General-purpose Machinery,ChinaHunan,Currency,2023-10-24,27.6662087,111.7487063
372,Procurement of 0628-234108104025/05 The People's Hospital of Ganjiang New Area has re bid for the introduction of ophthalmic super milk machine project(2),"0628-234108104025/05,The People's Hospital of Ganjiang New Area has re bid for the introduction of ophthalmic super milk machine project",Health ,ChinaJiangxi,Currency,2023-10-24,28.0,116.0
373,Procurement of 0628-234108104025/04 Re bidding for the introduction of ophthalmic glass cutting machine project by Ganjiang New Area People's Hospital(2),"0628-234108104025/04,Re bidding for the introduction of ophthalmic glass cutting machine project by Ganjiang New Area People's Hospital",Health ,ChinaJiangxi,Currency,2023-10-24,28.0,116.0
374,"Procurement of 0712-234032302084/04 Sinopec (Dalian) Petrochemical Research Institute Co., Ltd.-Sinopec Hydrogen Energy key laboratory to improve the project(2)","0712-234032302084/04,Sinopec (Dalian) Petrochemical Research Institute Co., Ltd.-Sinopec Hydrogen Energy key laboratory to improve the project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaLiaoning,Currency,2023-10-24,41.2374106,122.9955469
375,"Procurement of 0705-234201018007 ICB PROCUREMENT OF Water Play Area (Water Feature) Design, Fabrication and installation(2)","0705-234201018007,ICB PROCUREMENT OF Water Play Area (Water Feature) Design, Fabrication and installation",Entertainment ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
376,Procurement of 0811-234DSITC2755 Integrated operating room(1),"0811-234DSITC2755,Integrated operating room",Health ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
377,Procurement of 0811-234DSITC2212 Ultra High Resolution Dual Channel Optical Mapping System(1),"0811-234DSITC2212,Ultra High Resolution Dual Channel Optical Mapping System",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
378,Procurement of 1447-234202323111 Shanghai University of Technology Friction and Wear Testing Machine Procurement Project(1),"1447-234202323111,Shanghai University of Technology Friction and Wear Testing Machine Procurement Project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
379,Procurement of 0811-234DSITC2211 Multifunctional slice scanning and analysis system(1),"0811-234DSITC2211,Multifunctional slice scanning and analysis system",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
380,"Procurement of 1042-234HYJ661137 Ruilong Automotive Power Co., LTD. 2023 new purchase of CNC tool grinding machine project(2)","1042-234HYJ661137,Ruilong Automotive Power Co., LTD. 2023 new purchase of CNC tool grinding machine project",Manufacture of Special-purpose Machinery,ChinaInner Mongoria,Currency,2023-10-24,,
381,Procurement of 0660-2340GMS93111/03 Side Encapsulation Oven Equipment(2),"0660-2340GMS93111/03,Side Encapsulation Oven Equipment","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaSichuan,Currency,2023-10-24,30.5000001,102.4999999
382,Procurement of 0660-2340GMT23177 Yangzhou Taizhou AirPort Phase II expansion project ATC equipment procurement(2),"0660-2340GMT23177,Yangzhou Taizhou AirPort Phase II expansion project ATC equipment procurement",Water Transport,ChinaJiangsu,Currency,2023-10-24,33.0000001,119.9999999
383,Procurement of 1447-234202323101 refer to Chinese(1),"1447-234202323101,refer to Chinese",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
384,Procurement of 0613-234123074709 Endoscopic surgical instrument control system(2),"0613-234123074709,Endoscopic surgical instrument control system",Health ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
385,"Procurement of 0646-234HNGLI0485 CNC floor boring and milling machining center of Hunan Aerospace Huanyu Communication Technology Co., Ltd(2)","0646-234HNGLI0485,CNC floor boring and milling machining center of Hunan Aerospace Huanyu Communication Technology Co., Ltd",Manufacture of Electrical Machinery and Apparatus ,ChinaHunan,Currency,2023-10-24,27.6662087,111.7487063
386,Procurement of 0811-234DSITC2210 White laser fluorescence ultra-high resolution confocal microscope system(1),"0811-234DSITC2210,White laser fluorescence ultra-high resolution confocal microscope system",Education ,ChinaShanghai,Currency,2023-10-24,31.2312707,121.4700152
387,Procurement of 1013-234zzgjzb086 4K multifunctional thoracic laparoscope procurement project(1),"1013-234zzgjzb086,4K multifunctional thoracic laparoscope procurement project",Health ,ChinaHeilongjiang,Currency,2023-10-24,48.0000047,127.999992
388,Procurement of 0712-234012303039 RIPP- Update project of catalytic material adsorption characterization instrument Mesoporous and Microporous physical adsorption instrument(2),"0712-234012303039,RIPP- Update project of catalytic material adsorption characterization instrument Mesoporous and Microporous physical adsorption ","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,2023-10-24,39.9057136,116.3912972
389,Procurement of 0765-234HQZB00020 GCL Huidong Jiangsu Rudong LNG Terminal Project(1),"0765-234HQZB00020,GCL Huidong Jiangsu Rudong LNG Terminal Project",Production and Supply of Gas,ChinaJiangsu,Currency,2023-10-23,33.0000001,119.9999999
390,"Procurement of 4197-2340SHJT0002/09 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/09,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
391,Procurement of 4197-214VISIONOX3/128 G6 Flexible AMOLED Production Line Project(2),"4197-214VISIONOX3/128,G6 Flexible AMOLED Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaAnhui,Currency,2023-10-23,32.0,117.0
392,Procurement of 0712-234062303070/02 SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project(1),"0712-234062303070/02,SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHenan,Currency,2023-10-23,34.0000001,113.9999999
393,Procurement of 0626-234230080059/02 Numerical control high speed hard cyclone forming mill(1),"0626-234230080059/02, Numerical control high speed hard cyclone forming mill",Manufacture of Metal Products,ChinaJiangsu,Currency,2023-10-23,33.0000001,119.9999999
394,Procurement of 0712-234062303070/01 SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project(1),"0712-234062303070/01,SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHenan,Currency,2023-10-23,34.0000001,113.9999999
395,Procurement of 0811-234DSITC2837 YAG picosecond laser therapy instrument(1),"0811-234DSITC2837,YAG picosecond laser therapy instrument",Health ,ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
396,"Procurement of 0623-2340J1110303 Zhuzhou CRRC Times Semiconductor Co., LTD. Silver paste pre-drying equipment procurement project (re-bidding)(2)","0623-2340J1110303,Zhuzhou CRRC Times Semiconductor Co., LTD. Silver paste pre-drying equipment procurement project (re-bidding)","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaHunan,Currency,2023-10-23,27.6662087,111.7487063
397,Procurement of 1214-234010316ZWZ Medical equipment procurement project(1),"1214-234010316ZWZ,Medical equipment procurement project",Health ,ChinaJiangsu,Currency,2023-10-23,33.0000001,119.9999999
398,"Procurement of 0623-2340J1110302/02 Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)(2)","0623-2340J1110302/02,Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)",Manufacture of Metal Products,ChinaHunan,Currency,2023-10-23,27.6662087,111.7487063
399,"Procurement of 0623-2340J1110302/01 Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)(2)","0623-2340J1110302/01,Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)",Manufacture of Metal Products,ChinaHunan,Currency,2023-10-23,27.6662087,111.7487063
400,Procurement of 2034-234GFZBGJ296 Atomic layer deposition Procurement Project of Harbin Engineering University(2),"2034-234GFZBGJ296,Atomic layer deposition Procurement Project of Harbin Engineering University",Research and Experimental Development,ChinaShandong,Currency,2023-10-23,36.398987,118.5055691
401,Procurement of 0626-234230080059/01 Numerical control high speed hard cyclone forming mill(1),"0626-234230080059/01, Numerical control high speed hard cyclone forming mill",Manufacture of Metal Products,ChinaJiangsu,Currency,2023-10-23,33.0000001,119.9999999
402,Procurement of 0664-2340SUMECA73/20 Workshop steam pipe secondary distribution engineering(1),"0664-2340SUMECA73/20,Workshop steam pipe secondary distribution engineering",Manufacture of Foods,ChinaShandong,Currency,2023-10-23,36.398987,118.5055691
403, Procurement of 0712-234032303069/03 China-korea Petrochemical 2023 refinery laboratory analysis instrument project(2),"0712-234032303069/03,China-korea Petrochemical 2023 refinery laboratory analysis instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHubei,Currency,2023-10-23,31.15305035,112.88064226239663
404,Procurement of 1009-2341HOLLY326 Wuxi Quantum perception Research Institute windowless spectrometer and EBSD integrated system procurement project(1),"1009-2341HOLLY326,Wuxi Quantum perception Research Institute windowless spectrometer and EBSD integrated system procurement project",Manufacture of Electrical Machinery and Apparatus ,ChinaJiangsu,Currency,2023-10-23,33.0000001,119.9999999
405,Procurement of 1009-2341HOLLY325 Wuxi Quantum Perception Research Institute Laser Interferometer Procurement Project(1),"1009-2341HOLLY325,Wuxi Quantum Perception Research Institute Laser Interferometer Procurement Project",Research and Experimental Development,ChinaJiangsu,Currency,2023-10-23,33.0000001,119.9999999
406,Procurement of 0618-234TC230J0K6 Condition monitoring and rapid correction system,"0618-234TC230J0K6,Condition monitoring and rapid correction system","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaHenan,Currency,2023-10-23,34.0000001,113.9999999
407,Procurement of 0613-234024165067 25000 rpm motor dynamometer test system(1),"0613-234024165067,25000 rpm motor dynamometer test system",Professional Technical Services,ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
408,Procurement of 1473-2340GK01H053/ Shanghai Radio Equipment Research Institute vacuum vapor phase welding equipment bidding announcement,"1473-2340GK01H053/,Vacuum vapor phase welding equipment",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
409,Procurement of 0811-234DSITC2797/02 Medical Magnetic Resonance Imaging Equipment (MRI) II(2),"0811-234DSITC2797/02,Medical Magnetic Resonance Imaging Equipment (MRI) II",Health ,ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
410,Procurement of 0635-23402306J041 Zhengzhou motor vehicle quality inspection and Certification Technology Research Center Project(1),"0635-23402306J041,Zhengzhou motor vehicle quality inspection and Certification Technology Research Center Project",Manufacture of Special-purpose Machinery,ChinaHenan,Currency,2023-10-23,34.0000001,113.9999999
411,Procurement of 0811-234DSITC2797/01 Medical magnetic resonance imaging equipment (MRI)(2),"0811-234DSITC2797/01,Medical magnetic resonance imaging equipment (MRI)",Health ,ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
412,Procurement of 0811-234DSITC2800 Visual chronic disease management and intelligent detection ultrasonic system(1),"0811-234DSITC2800,Visual chronic disease management and intelligent detection ultrasonic system",Health ,ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
413,Procurement of 2000-234HG2366549/03 University of Shanghai Institute of Technology of Procurement of imported equipment(1),"2000-234HG2366549/03,University of Shanghai Institute of  Technology of Procurement of imported equipment",Education ,ChinaShanghai,Currency,2023-10-23,31.2312707,121.4700152
414,Procurement of 0705-234023603827 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603827,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-23,33.0000001,119.9999999
