s_no,title,body,industry,Region,source,time
388,Procurement of 0712-234012303039 RIPP- Update project of catalytic material adsorption characterization instrument Mesoporous and Microporous physical adsorption instrument(2),"0712-234012303039,RIPP- Update project of catalytic material adsorption characterization instrument Mesoporous and Microporous physical adsorption ","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,10-24-2023
389,Procurement of 0765-234HQZB00020 GCL Huidong Jiangsu Rudong LNG Terminal Project(1),"0765-234HQZB00020,GCL Huidong Jiangsu Rudong LNG Terminal Project",Production and Supply of Gas,ChinaJiangsu,Currency,10-23-2023
390,"Procurement of 4197-2340SHJT0002/09 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/09,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-23-2023
391,Procurement of 4197-214VISIONOX3/128 G6 Flexible AMOLED Production Line Project(2),"4197-214VISIONOX3/128,G6 Flexible AMOLED Production Line Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaAnhui,Currency,10-23-2023
392,Procurement of 0712-234062303070/02 SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project(1),"0712-234062303070/02,SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHenan,Currency,10-23-2023
393,Procurement of 0626-234230080059/02 Numerical control high speed hard cyclone forming mill(1),"0626-234230080059/02, Numerical control high speed hard cyclone forming mill",Manufacture of Metal Products,ChinaJiangsu,Currency,10-23-2023
394,Procurement of 0712-234062303070/01 SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project(1),"0712-234062303070/01,SINOPEC ZHONGYUAN PETROCHEMICAL CORP. LTD The second batch of new quality control on-line instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHenan,Currency,10-23-2023
395,Procurement of 0811-234DSITC2837 YAG picosecond laser therapy instrument(1),"0811-234DSITC2837,YAG picosecond laser therapy instrument",Health ,ChinaShanghai,Currency,10-23-2023
396,"Procurement of 0623-2340J1110303 Zhuzhou CRRC Times Semiconductor Co., LTD. Silver paste pre-drying equipment procurement project (re-bidding)(2)","0623-2340J1110303,Zhuzhou CRRC Times Semiconductor Co., LTD. Silver paste pre-drying equipment procurement project (re-bidding)","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaHunan,Currency,10-23-2023
397,Procurement of 1214-234010316ZWZ Medical equipment procurement project(1),"1214-234010316ZWZ,Medical equipment procurement project",Health ,ChinaJiangsu,Currency,10-23-2023
398,"Procurement of 0623-2340J1110302/02 Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)(2)","0623-2340J1110302/02,Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)",Manufacture of Metal Products,ChinaHunan,Currency,10-23-2023
399,"Procurement of 0623-2340J1110302/01 Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)(2)","0623-2340J1110302/01,Hunan Wolbo Precision Tools Co., LTD. Grinding machine equipment and CNC tool measuring machine procurement project (re-bidding)",Manufacture of Metal Products,ChinaHunan,Currency,10-23-2023
400,Procurement of 2034-234GFZBGJ296 Atomic layer deposition Procurement Project of Harbin Engineering University(2),"2034-234GFZBGJ296,Atomic layer deposition Procurement Project of Harbin Engineering University",Research and Experimental Development,ChinaShandong,Currency,10-23-2023
401,Procurement of 0626-234230080059/01 Numerical control high speed hard cyclone forming mill(1),"0626-234230080059/01, Numerical control high speed hard cyclone forming mill",Manufacture of Metal Products,ChinaJiangsu,Currency,10-23-2023
402,Procurement of 0664-2340SUMECA73/20 Workshop steam pipe secondary distribution engineering(1),"0664-2340SUMECA73/20,Workshop steam pipe secondary distribution engineering",Manufacture of Foods,ChinaShandong,Currency,10-23-2023
403, Procurement of 0712-234032303069/03 China-korea Petrochemical 2023 refinery laboratory analysis instrument project(2),"0712-234032303069/03,China-korea Petrochemical 2023 refinery laboratory analysis instrument project","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHubei,Currency,10-23-2023
404,Procurement of 1009-2341HOLLY326 Wuxi Quantum perception Research Institute windowless spectrometer and EBSD integrated system procurement project(1),"1009-2341HOLLY326,Wuxi Quantum perception Research Institute windowless spectrometer and EBSD integrated system procurement project",Manufacture of Electrical Machinery and Apparatus ,ChinaJiangsu,Currency,10-23-2023
405,Procurement of 1009-2341HOLLY325 Wuxi Quantum Perception Research Institute Laser Interferometer Procurement Project(1),"1009-2341HOLLY325,Wuxi Quantum Perception Research Institute Laser Interferometer Procurement Project",Research and Experimental Development,ChinaJiangsu,Currency,10-23-2023
406,Procurement of 0618-234TC230J0K6 Condition monitoring and rapid correction system,"0618-234TC230J0K6,Condition monitoring and rapid correction system","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaHenan,Currency,10-23-2023
407,Procurement of 0613-234024165067 25000 rpm motor dynamometer test system(1),"0613-234024165067,25000 rpm motor dynamometer test system",Professional Technical Services,ChinaShanghai,Currency,10-23-2023
408,Procurement of 1473-2340GK01H053/ Shanghai Radio Equipment Research Institute vacuum vapor phase welding equipment bidding announcement,"1473-2340GK01H053/,Vacuum vapor phase welding equipment",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,10-23-2023
409,Procurement of 0811-234DSITC2797/02 Medical Magnetic Resonance Imaging Equipment (MRI) II(2),"0811-234DSITC2797/02,Medical Magnetic Resonance Imaging Equipment (MRI) II",Health ,ChinaShanghai,Currency,10-23-2023
410,Procurement of 0635-23402306J041 Zhengzhou motor vehicle quality inspection and Certification Technology Research Center Project(1),"0635-23402306J041,Zhengzhou motor vehicle quality inspection and Certification Technology Research Center Project",Manufacture of Special-purpose Machinery,ChinaHenan,Currency,10-23-2023
411,Procurement of 0811-234DSITC2797/01 Medical magnetic resonance imaging equipment (MRI)(2),"0811-234DSITC2797/01,Medical magnetic resonance imaging equipment (MRI)",Health ,ChinaShanghai,Currency,10-23-2023
412,Procurement of 0811-234DSITC2800 Visual chronic disease management and intelligent detection ultrasonic system(1),"0811-234DSITC2800,Visual chronic disease management and intelligent detection ultrasonic system",Health ,ChinaShanghai,Currency,10-23-2023
413,Procurement of 2000-234HG2366549/03 University of Shanghai Institute of Technology of Procurement of imported equipment(1),"2000-234HG2366549/03,University of Shanghai Institute of  Technology of Procurement of imported equipment",Education ,ChinaShanghai,Currency,10-23-2023
414,Procurement of 0705-234023603827 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603827,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-23-2023
415,Procurement of 0705-234023603825 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603825,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-23-2023
416,Procurement of 0705-234023603826 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603826,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-23-2023
417,Procurement of 0811-234DSITC2768/01 Computer tomography systemI(2),"0811-234DSITC2768/01,Computer tomography systemI",Health ,ChinaShanghai,Currency,10-23-2023
418,Procurement of 0705-234023603824 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603824,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-23-2023
419,Procurement of 0811-234DSITC2768/02 Computer tomography system II(2),"0811-234DSITC2768/02,Computer tomography system II",Health ,ChinaShanghai,Currency,10-23-2023
420,Procurement of 0712-234042303028 Zhenhai Base phase II polypropylene plant positive displacement flowmeter 6 sets(2),"0712-234042303028,Zhenhai Base phase II polypropylene plant positive displacement flowmeter 6 sets","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaZhejiang,Currency,10-23-2023
421,Procurement of 0705-234023603823 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603823,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-23-2023
422,Procurement of 2000-234HG2366549/02 University of Shanghai Institute of Technology of Procurement of imported equipment(1),"2000-234HG2366549/02,University of Shanghai Institute of  Technology of Procurement of imported equipment",Education ,ChinaShanghai,Currency,10-23-2023
423,"Procurement of 4197-234BOEBJ0001/06 Beijing BOE Optoelectronics Technology Co., Ltd. equipment procurement project(2)","4197-234BOEBJ0001/06,Beijing BOE Optoelectronics Technology Co., Ltd. equipment procurement project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaBeijing,Currency,10-23-2023
424,Procurement of 2000-234HG2366549/01 University of Shanghai Institute of Technology of Procurement of imported equipment(1),"2000-234HG2366549/01,University of Shanghai Institute of  Technology of Procurement of imported equipment",Education ,ChinaShanghai,Currency,10-23-2023
425,"Procurement of 0736-234020230155 Faw Casting Co., LTD. Nonferrous casting machining project - three coordinate equipment purchase(2)","0736-234020230155,Faw Casting Co., LTD. Nonferrous casting machining project - three coordinate equipment purchase","Manufacture of Railway, Ship ,Aerospace and Other Transport Equipment ",ChinaJilin,Currency,10-23-2023
426,Procurement of 0712-234012303044 RIPP- 500MHz & 600MHz solid-state nuclear magnetic resonance spectrometers(1),"0712-234012303044,RIPP- 500MHz & 600MHz solid-state nuclear magnetic resonance spectrometers","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,10-23-2023
427,Procurement of 0730-234011020035/69 Remote defect identification System(2),"0730-234011020035/69,Remote defect identification System","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaAnhui,Currency,10-23-2023
428,"Procurement of 3306-234910221153 Active Hydrogen Maser Procurement Project of National Timing Center, Chinese Academy of Sciences(2)","3306-234910221153,Active Hydrogen Maser Procurement Project of National Timing Center, Chinese Academy of Sciences",Research and Experimental Development,ChinaShaanxi,Currency,10-23-2023
429,"Procurement of 4197-2340SHJT0002/25 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/25,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-23-2023
430,Procurement of 0704-2340JDCP2036 CFD6-4 OIL FIELD QHD31-4-1d CFD6-4-5D (2),"0704-2340JDCP2036,CFD6-4 OIL FIELD QHD31-4-1d CFD6-4-5D ",Petroleum and Natural Gas Extraction,ChinaTianjin,Currency,10-23-2023
431,"Procurement of 4197-2340SHJT0002/40 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/40,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-23-2023
432,Procurement of 1225-2340AGZB0110 SURFACE DETECTOR(1),"1225-2340AGZB0110,SURFACE DETECTOR",Smelting and Pressing of Ferrous Metals,ChinaLiaoning,Currency,10-23-2023
433,Procurement of 0730-234011SZ0350/02 NanTong SCC Project -Vacuum laminators(1),"0730-234011SZ0350/02,NanTong SCC Project -Vacuum laminators","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-23-2023
434,Procurement of 0664-2340SUMECT56 ICG clearance checker(1),"0664-2340SUMECT56,ICG clearance checker",Health ,ChinaJiangsu,Currency,10-23-2023
435,Procurement of 0712-234042303033 Sino-korean Petrochemical Laboratory Gas chromatography & simulation distillation software(2),"0712-234042303033,Sino-korean Petrochemical Laboratory Gas chromatography & simulation distillation software","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaHubei,Currency,10-23-2023
436,Procurement of 0730-234011020007/59 BPL Dispenser(2),"0730-234011020007/59,BPL Dispenser","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaFujian,Currency,10-23-2023
437,Procurement of 0712-234042305042 Gulei petrochemical ethylbenzene dehydrogenation catalyst tender(1),"0712-234042305042,Gulei petrochemical ethylbenzene dehydrogenation catalyst tender","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaFujian,Currency,10-23-2023
438,Procurement of 4197-2140CSOT0029/122 WHCSOT G6 Flexible LTPS-AMOLED Display Project(2),"4197-2140CSOT0029/122,WHCSOT G6 Flexible LTPS-AMOLED Display Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaHubei,Currency,10-23-2023
439,Procurement of 0628-234108106007 project of introducing endoscopic camera system into Jiangxi Cancer Hospital(1),"0628-234108106007,project of introducing endoscopic camera system into Jiangxi Cancer Hospital",Manufacture of Electrical Machinery and Apparatus ,ChinaJiangxi,Currency,10-23-2023
440,Procurement of 3899-2342023GJ014/04 Procurement of epidemic prevention and control equipment for Hainan Provincial People's Hospital(1),"3899-2342023GJ014/04,Procurement of epidemic prevention and control equipment for Hainan Provincial People's Hospital",Manufacture of Special-purpose Machinery,ChinaHainan,Currency,10-23-2023
441,Procurement of 3899-2342023GJ014/02 Procurement of epidemic prevention and control equipment for Hainan Provincial People's Hospital(1),"3899-2342023GJ014/02,Procurement of epidemic prevention and control equipment for Hainan Provincial People's Hospital",Manufacture of Special-purpose Machinery,ChinaHainan,Currency,10-23-2023
442,Procurement of 3899-2342023GJ014/03 Procurement of epidemic prevention and control equipment for Hainan Provincial People's Hospital(1),"3899-2342023GJ014/03,Procurement of epidemic prevention and control equipment for Hainan Provincial People's Hospital",Manufacture of Special-purpose Machinery,ChinaHainan,Currency,10-23-2023
